network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2.10.91.0/24,3009239,3017382,,0,0,56200,47.7656,-2.1322,50
2.10.92.0/22,2991772,3017382,,0,0,29600,48.5833,-3.8333,20
2.10.96.0/24,2984701,3017382,,0,0,29000,48.0000,-4.1000,10
2.10.97.0/24,3017624,3017382,,0,0,29170,47.8919,-4.0148,10
2.10.98.0/24,2986712,3017382,,0,0,29120,47.8333,-4.2833,5
2.10.99.0/24,2984701,3017382,,0,0,29000,48.0000,-4.1000,50
2.10.100.0/22,2984701,3017382,,0,0,29000,48.0000,-4.1000,20
2.10.104.0/24,2986613,3017382,,0,0,22250,48.2548,-2.2384,20
2.10.105.0/24,2977085,3017382,,0,0,22100,48.4925,-2.0287,20
2.10.106.0/24,2983990,3017382,,0,0,35000,48.1100,-1.6744,50
2.10.107.0/24,2989317,3017382,,0,0,45000,47.9047,1.9076,200
2.10.108.0/23,3028198,3017382,,0,0,22350,48.2880,-2.1552,20
2.10.110.0/23,3021356,3017382,,0,0,22100,48.4500,-2.0333,10
2.10.112.0/23,3007919,3017382,,0,0,22770,48.6077,-2.1503,20
2.10.114.0/24,3030863,3017382,,0,0,22130,48.4871,-2.2589,20
2.10.115.0/24,3019271,3017382,,0,0,22630,48.3799,-1.9808,20
2.10.116.0/24,2972014,3017382,,0,0,22980,48.3987,-2.1712,20
2.10.117.0/24,2977497,3017382,,0,0,35720,48.4464,-1.9128,10
2.10.118.0/24,2981237,3017382,,0,0,22380,48.6303,-2.2578,20
2.10.119.0/24,3029734,3017382,,0,0,22100,48.3907,-2.1278,10
2.10.120.0/24,3033884,3017382,,0,0,22140,48.6275,-3.3007,20
2.10.121.0/24,3028603,3017382,,0,0,29270,48.2759,-3.5733,50
2.10.122.0/24,3031081,3017382,,0,0,22390,48.4738,-3.1876,10
2.10.123.0/24,3028603,3017382,,0,0,29270,48.2740,-3.6216,50
2.10.124.0/24,2998011,3017382,,0,0,22340,48.3191,-3.4222,20
2.10.125.0/24,2987899,3017382,,0,0,22570,48.1754,-3.1590,20
2.10.126.0/23,2982711,3017382,,0,0,22110,48.2370,-3.3144,20
2.10.128.0/22,2986732,3017382,,0,0,56270,47.7333,-3.4333,10
2.10.132.0/23,3015522,3017382,,0,0,56110,48.1387,-3.6076,50
2.10.134.0/23,2986732,3017382,,0,0,56270,47.7333,-3.4333,10
2.10.136.0/23,3007609,3017382,,0,0,22300,48.7333,-3.4667,10
2.10.138.0/24,2986650,3017382,,0,0,22300,48.7167,-3.5000,50
2.10.139.0/24,2983990,3017382,,0,0,35000,48.1100,-1.6744,100
2.10.140.0/22,3007696,3017382,,0,0,22450,48.7506,-3.2812,20
2.10.144.0/24,2986800,3017382,,0,0,22370,48.5930,-2.5468,20
2.10.145.0/24,2986066,3017382,,0,0,22590,48.5705,-2.8178,20
2.10.146.0/23,2981280,3017382,,0,0,22000,48.5151,-2.7684,10
2.10.148.0/22,2981280,3017382,,0,0,22000,48.5151,-2.7684,10
2.10.152.0/21,2981280,3017382,,0,0,22000,48.5151,-2.7684,20
2.10.160.0/23,3002412,3017382,,0,0,22460,48.2416,-2.8830,20
2.10.162.0/24,3030440,3017382,,0,0,56400,47.7213,-2.9986,20
2.10.163.0/24,2984781,3017382,,0,0,56230,47.6630,-2.4522,50
2.10.164.0/23,2973197,3017382,,0,0,29560,48.2333,-4.3500,50
2.10.166.0/24,3024299,3017382,,0,0,29530,48.2849,-3.7742,500
2.10.167.0/24,2984835,3017382,,0,0,29180,48.1167,-4.1167,50
2.10.168.0/24,2986729,3017382,,0,0,56800,47.9317,-2.3978,50
2.10.169.0/24,2974949,3017382,,0,0,56460,47.8233,-2.5057,50
2.10.170.0/23,2975113,3017382,,0,0,56860,47.6190,-2.7370,20
2.10.172.0/24,3036791,3017382,,0,0,56610,47.6271,-2.8215,10
2.10.173.0/24,3015305,3017382,,0,0,56390,47.7580,-2.8464,20
2.10.174.0/24,2995009,3017382,,0,0,56430,48.0826,-2.2848,50
2.10.175.0/24,2973702,3017382,,0,0,56250,47.6738,-2.5714,50
2.10.176.0/24,2972979,3017382,,0,0,56450,47.6292,-2.6519,20
2.10.177.0/24,2984741,3017382,,0,0,56170,47.4841,-3.1196,50
2.10.178.0/24,2986615,3017382,,0,0,56220,47.6963,-2.3635,50
2.10.179.0/24,2995009,3017382,,0,0,56430,48.0826,-2.2848,50
2.10.180.0/24,2971976,3017382,,0,0,56250,47.6816,-2.6129,10
2.10.181.0/24,3015305,3017382,,0,0,56390,47.7580,-2.8464,20
2.10.182.0/23,3010297,3017382,,0,0,56500,47.8639,-2.9402,50
2.10.184.0/23,2997616,3017382,,0,0,29470,48.3773,-4.3061,10
2.10.186.0/24,3028198,3017382,,0,0,22350,48.2880,-2.1552,20
2.10.187.0/24,3002954,3017382,,0,0,35370,48.0337,-1.0373,50
2.10.188.0/24,3037418,3017382,,0,0,35560,48.4603,-1.4835,50
2.10.189.0/24,3032965,3017382,,0,0,35830,48.1805,-1.6383,10
2.10.190.0/23,2994697,3017382,,0,0,35520,48.2177,-1.6950,10
2.10.192.0/23,3030300,3017382,,0,0,29200,48.3877,-4.4839,20
2.10.194.0/24,3030300,3017382,,0,0,29200,48.3877,-4.4839,20
2.10.195.0/24,2986629,3017382,,0,0,29860,48.5333,-4.4500,20
2.10.196.0/23,3030300,3017382,,0,0,29200,48.3877,-4.4839,20
2.10.198.0/24,3030300,3017382,,0,0,29200,48.3877,-4.4839,20
2.10.199.0/24,2986991,3017382,,0,0,29860,48.5024,-4.4266,10
2.10.200.0/23,3028425,3017382,,0,0,29150,48.1571,-4.1389,20
2.10.202.0/23,3003777,3017382,,0,0,22100,48.4443,-2.0458,10
2.10.204.0/23,2986817,3017382,,0,0,22290,48.6352,-2.9400,20
2.10.206.0/24,2988119,3017382,,0,0,56760,47.4823,-2.4728,100
2.10.207.0/24,2986665,3017382,,0,0,22150,48.2821,-2.7044,10
2.10.208.0/23,2997577,3017382,,0,0,56100,47.7468,-3.3644,20
2.10.210.0/23,2973303,3017382,,0,0,29670,48.6000,-3.9000,20
2.10.212.0/23,2986616,3017382,,0,0,29700,47.9833,-4.1833,20
2.10.214.0/24,2973858,3017382,,0,0,29540,48.2000,-3.7167,50
2.10.215.0/24,2984701,3017382,,0,0,29000,48.0000,-4.1000,10
2.10.216.0/24,2986660,3017382,,0,0,22580,48.6765,-2.9284,20
2.10.217.0/24,2986795,3017382,,0,0,22190,48.5418,-2.7754,20
2.10.218.0/23,2978640,3017382,,0,0,35400,48.6500,-2.0167,10
2.10.220.0/24,3014393,3017382,,0,0,56380,47.9062,-2.1231,50
2.10.221.0/24,2986733,3017382,,0,0,56400,47.6515,-3.0703,200
2.10.222.0/23,2986674,3017382,,0,0,29470,48.3667,-4.3667,10
2.10.224.0/24,3017609,3017382,,0,0,,48.3503,-1.1942,100
2.10.225.0/24,3026275,3017382,,0,0,35410,48.0463,-1.5044,10
2.10.226.0/23,2983990,3017382,,0,0,35000,48.1100,-1.6744,50
2.10.228.0/22,2978640,3017382,,0,0,35400,48.6500,-2.0167,10
2.10.232.0/22,2970777,3017382,,0,0,56000,47.6579,-2.7557,20
2.10.236.0/24,3029257,3017382,,0,0,56220,47.6312,-2.2870,50
2.10.237.0/24,2975113,3017382,,0,0,56860,47.6190,-2.7370,10
2.10.238.0/23,3015305,3017382,,0,0,56390,47.7580,-2.8464,50
2.10.240.0/24,2983990,3017382,,0,0,35000,48.1100,-1.6744,50
2.10.241.0/24,2967879,3017382,,0,0,35500,48.1178,-1.2058,20
2.10.242.0/23,2983990,3017382,,0,0,,48.1100,-1.6744,20
2.10.244.0/22,2983990,3017382,,0,0,35000,48.1100,-1.6744,10
2.10.248.0/24,2983990,3017382,,0,0,35000,48.1100,-1.6744,20
2.10.249.0/24,2979128,3017382,,0,0,22940,48.4514,-2.8125,100
2.10.250.0/24,3037016,3017382,,0,0,35370,48.0667,-1.1500,50
2.10.251.0/24,2992998,3017382,,0,0,35360,48.1993,-2.0448,100
2.10.252.0/22,2983990,3017382,,0,0,35000,48.1100,-1.6744,20
2.11.0.0/24,2983046,3017382,,0,0,35133,48.3402,-1.2775,200
2.11.1.0/24,2986674,3017382,,0,0,29470,48.3667,-4.3667,100
2.11.2.0/23,3028667,3017382,,0,0,29660,48.6681,-3.9154,100
2.11.4.0/24,2986817,3017382,,0,0,22290,48.6352,-2.9400,100
2.11.5.0/24,2986678,3017382,,0,0,22440,48.4914,-2.7946,50
2.11.6.0/24,3008225,3017382,,0,0,22400,48.4676,-2.5144,100
2.11.7.0/24,2984835,3017382,,0,0,29180,48.1167,-4.1167,200
2.11.8.0/22,3013026,3017382,,0,0,29690,48.3611,-3.7458,200
2.11.12.0/24,3001003,3017382,,0,0,56200,47.7408,-2.2128,100
2.11.13.0/24,2986660,3017382,,0,0,22580,48.6765,-2.9284,50
2.11.14.0/23,2986647,3017382,,0,0,22300,48.6833,-3.5167,100
2.11.16.0/24,3014421,3017382,,0,0,56120,47.9371,-2.5645,50
2.11.17.0/24,2980331,3017382,,0,0,29600,48.5667,-3.8667,5
2.11.18.0/23,3028198,3017382,,0,0,22350,48.2880,-2.1552,100
2.11.20.0/23,3007696,3017382,,0,0,22450,48.7506,-3.2812,100
2.11.22.0/24,2979415,3017382,,0,0,35136,48.0651,-1.7209,100
2.11.23.0/24,2986664,3017382,,0,0,29880,48.6000,-4.5000,100
2.11.24.0/24,6613997,3017382,,0,0,44250,47.2500,-2.1667,100
2.11.25.0/24,3020996,3017382,,0,0,29100,48.0954,-4.3290,100
2.11.26.0/23,3011506,3017382,,0,0,56700,47.7629,-3.2378,50
2.11.28.0/24,3028575,3017382,,0,0,56340,47.5835,-3.0788,100
2.11.29.0/24,3034538,3017382,,0,0,35580,47.9859,-1.9311,20
2.11.30.0/24,2999089,3017382,,0,0,29380,47.8948,-3.6408,100
2.11.31.0/24,2986682,3017382,,0,0,29430,48.6667,-4.1667,200
2.11.32.0/23,3024035,3017382,,0,0,29900,47.8750,-3.9224,200
2.11.34.0/24,2975597,3017382,,0,0,44260,47.3607,-1.9421,100
2.11.35.0/24,2988119,3017382,,0,0,56760,47.4823,-2.4728,200
2.11.36.0/23,3032685,3017382,,0,0,56500,47.8794,-2.7715,100
2.11.38.0/24,3024035,3017382,,0,0,29900,47.8750,-3.9224,100
2.11.39.0/24,2986733,3017382,,0,0,56400,47.6515,-3.0703,50
2.11.40.0/24,2981640,3017382,,0,0,56450,47.5732,-2.7095,100
2.11.41.0/24,2971929,3017382,,0,0,22220,48.7833,-3.2333,100
2.11.42.0/24,3002351,3017382,,0,0,35650,48.1023,-1.7973,200
2.11.43.0/24,3026275,3017382,,0,0,35410,48.0463,-1.5044,100
2.11.44.0/24,2994676,3017382,,0,0,29300,47.9035,-3.5767,100
2.11.45.0/24,3014213,3017382,,0,0,29490,48.4352,-4.3972,200
2.11.46.0/24,2986669,3017382,,0,0,56400,47.6507,-2.9172,50
2.11.47.0/24,3036247,3017382,,0,0,29770,48.0235,-4.5421,100
2.11.48.0/24,2988088,3017382,,0,0,29760,47.8167,-4.3333,500
2.11.49.0/24,2984701,3017382,,0,0,29000,48.0000,-4.1000,500
2.11.50.0/24,2997577,3017382,,0,0,56100,47.7468,-3.3644,500
2.11.51.0/24,2988088,3017382,,0,0,29760,47.8167,-4.3333,500
2.11.52.0/24,3008665,3017382,,0,0,35890,47.9785,-1.7168,100
2.11.53.0/24,3014303,3017382,,0,0,56520,47.7889,-3.4867,50
2.11.54.0/24,2981515,3017382,,0,0,56890,47.6909,-2.7465,100
2.11.55.0/24,2979407,3017382,,0,0,22750,48.5974,-2.1889,100
2.11.56.0/24,2993647,3017382,,0,0,29350,47.8142,-3.6289,100
2.11.57.0/24,2979407,3017382,,0,0,22750,48.5974,-2.1889,100
2.11.58.0/24,3031019,3017382,,0,0,35890,47.9293,-1.7453,100
2.11.59.0/24,2981515,3017382,,0,0,56890,47.6909,-2.7465,20
2.11.60.0/24,2986746,3017382,,0,0,29410,48.5000,-3.8667,100
2.11.61.0/24,2981247,3017382,,0,0,22600,48.1943,-2.8439,50
2.11.62.0/24,3037016,3017382,,0,0,35370,48.0667,-1.1500,50
2.11.63.0/24,3014421,3017382,,0,0,56120,47.9371,-2.5645,50
2.11.64.0/24,3012248,3017382,,0,0,56120,47.9572,-2.5471,50
2.11.65.0/24,3019930,3017382,,0,0,56410,47.6421,-3.1571,50
2.11.66.0/24,2971931,3017382,,0,0,22950,48.4833,-2.7333,100
2.11.67.0/24,2972009,3017382,,0,0,22560,48.7667,-3.5667,100
2.11.68.0/24,2984741,3017382,,0,0,56170,47.4841,-3.1196,100
2.11.69.0/24,3014255,3017382,,0,0,56490,48.0429,-2.4056,50
2.11.70.0/23,3007692,3017382,,0,0,29510,48.0670,-3.9130,100
2.11.72.0/23,2986678,3017382,,0,0,22440,48.4914,-2.7946,100
2.11.74.0/24,3019920,3017382,,0,0,29500,47.9956,-4.0222,50
2.11.75.0/24,2983990,3017382,,0,0,35000,48.1100,-1.6744,100
2.11.76.0/24,2982977,3017382,,0,0,35850,48.2162,-1.8923,100
2.11.77.0/24,3007610,3017382,,0,0,29870,48.5709,-4.5223,200
2.11.78.0/24,2986601,3017382,,0,0,56400,47.6752,-2.9578,100
2.11.79.0/24,3020996,3017382,,0,0,29100,48.0954,-4.3290,20
2.11.80.0/24,2993884,3017382,,0,0,29290,48.4667,-4.5667,200
2.11.81.0/24,2978964,3017382,,0,0,56140,47.8000,-2.3167,200
2.11.82.0/23,3007874,3017382,,0,0,29800,48.4525,-4.2525,200
2.11.84.0/24,3036791,3017382,,0,0,56610,47.6271,-2.8215,100
2.11.85.0/24,3037016,3017382,,0,0,35370,48.0667,-1.1500,100
2.11.86.0/23,3036791,3017382,,0,0,56610,47.6271,-2.8215,100
2.11.88.0/21,3017382,3017382,,0,0,,48.8582,2.3387,500
2.11.96.0/24,6614308,3017382,,0,0,35120,48.5000,-1.7000,200
2.11.97.0/24,3023777,3017382,,0,0,29370,48.0593,-3.8306,100
2.11.98.0/24,3031029,3017382,,0,0,35230,47.9951,-1.6142,100
2.11.99.0/24,3029008,3017382,,0,0,22450,48.7783,-3.3040,100
2.11.100.0/23,3030102,3017382,,0,0,29510,48.1017,-3.9983,100
2.11.102.0/24,2975113,3017382,,0,0,56860,47.6190,-2.7370,200
2.11.103.0/24,3009352,3017382,,0,0,29940,47.9101,-3.9786,100
2.11.104.0/22,3021264,3017382,,0,0,35120,48.5476,-1.7502,100
2.11.108.0/24,3030440,3017382,,0,0,56400,47.7213,-2.9986,100
2.11.109.0/24,2983590,3017382,,0,0,56350,47.5978,-2.1083,100
2.11.110.0/24,3007874,3017382,,0,0,29800,48.4525,-4.2525,100
2.11.111.0/24,3038176,3017382,,0,0,56350,47.6375,-2.1632,100
2.11.112.0/24,3036991,3017382,,0,0,29560,48.2460,-4.3164,200
2.11.113.0/24,2986697,3017382,,0,0,22830,48.3008,-2.0070,100
2.11.114.0/23,2974691,3017382,,0,0,22250,48.3330,-2.3392,100
2.11.116.0/24,3016152,3017382,,0,0,35850,48.2193,-1.7895,100
2.11.117.0/24,3036601,3017382,,0,0,56640,47.5485,-2.8899,100
2.11.118.0/24,3021747,3017382,,0,0,29460,48.3609,-4.2598,100
2.11.119.0/24,3026465,3017382,,0,0,35131,48.0392,-1.7053,200
2.11.120.0/23,3025810,3017382,,0,0,35490,48.3763,-1.4611,100
2.11.122.0/24,2984741,3017382,,0,0,56170,47.4841,-3.1196,100
2.11.123.0/24,3008665,3017382,,0,0,35890,47.9785,-1.7168,50
2.11.124.0/24,2982711,3017382,,0,0,22110,48.2370,-3.3144,100
2.11.125.0/24,3007666,3017382,,0,0,22360,48.4950,-2.7185,50
2.11.126.0/24,2981280,3017382,,0,0,22000,48.5151,-2.7684,200
2.11.127.0/24,2986729,3017382,,0,0,56800,47.9317,-2.3978,50
2.11.128.0/24,3021356,3017382,,0,0,22100,48.4500,-2.0333,100
2.11.129.0/24,2988229,3017382,,0,0,22540,48.5968,-3.2695,100
2.11.130.0/23,2977869,3017382,,0,0,22480,48.3122,-3.1646,100
2.11.132.0/23,2984588,3017382,,0,0,56500,47.9633,-2.7122,50
2.11.134.0/24,2986817,3017382,,0,0,22290,48.6352,-2.9400,100
2.11.135.0/24,2986729,3017382,,0,0,56800,47.9317,-2.3978,50
2.11.136.0/22,2986830,3017382,,0,0,56420,47.7787,-2.6933,100
2.11.140.0/24,3026842,3017382,,0,0,35135,48.0889,-1.6152,100
2.11.141.0/24,3007874,3017382,,0,0,29800,48.4525,-4.2525,50
2.11.142.0/23,2984588,3017382,,0,0,56500,47.9633,-2.7122,50
2.11.144.0/23,2971893,3017382,,0,0,22660,48.8107,-3.3714,100
2.11.146.0/23,2986411,3017382,,0,0,22450,48.7306,-3.2421,100
2.11.148.0/22,2986411,3017382,,0,0,22450,48.7306,-3.2421,100
2.11.152.0/23,3007610,3017382,,0,0,29870,48.5709,-4.5223,100
2.11.154.0/23,2994351,3017382,,0,0,56700,47.7356,-3.2305,100
2.11.156.0/23,2984781,3017382,,0,0,56230,47.6630,-2.4522,100
2.11.158.0/23,2986682,3017382,,0,0,29430,48.6667,-4.1667,100
2.11.160.0/24,2990471,3017382,,0,0,29920,47.8192,-3.7922,100
2.11.161.0/24,3007609,3017382,,0,0,22300,48.7333,-3.4667,100
2.11.162.0/23,2986725,3017382,,0,0,29710,47.9833,-4.2667,100
2.11.164.0/24,2986640,3017382,,0,0,29430,48.6167,-4.2167,200
2.11.165.0/24,2984781,3017382,,0,0,56230,47.6630,-2.4522,100
2.11.166.0/24,2982977,3017382,,0,0,35850,48.2162,-1.8923,20
2.11.167.0/24,2984781,3017382,,0,0,56230,47.6630,-2.4522,100
2.11.168.0/24,2986790,3017382,,0,0,22490,48.5341,-2.0552,50
2.11.169.0/24,2986712,3017382,,0,0,29120,47.8333,-4.2833,200
2.11.170.0/24,2986653,3017382,,0,0,29610,48.5667,-3.7000,100
2.11.171.0/24,3035139,3017382,,0,0,29380,47.9323,-3.6976,100
2.11.172.0/24,3036247,3017382,,0,0,29770,48.0235,-4.5421,100
2.11.173.0/24,3014305,3017382,,0,0,35580,47.9676,-1.7953,50
2.11.174.0/24,3033470,3017382,,0,0,29950,47.8757,-4.1025,200
2.11.175.0/24,2969741,3017382,,0,0,35770,48.0451,-1.6006,200
2.11.176.0/24,3014305,3017382,,0,0,35580,47.9676,-1.7953,100
2.11.177.0/24,2986608,3017382,,0,0,56400,47.7413,-2.9150,100
2.11.178.0/23,2997577,3017382,,0,0,56100,47.7468,-3.3644,20
2.11.180.0/24,2978067,3017382,,0,0,35290,48.1897,-2.1949,50
2.11.181.0/24,2992998,3017382,,0,0,35360,48.1993,-2.0448,100
2.11.182.0/24,2978640,3017382,,0,0,35400,48.6500,-2.0167,100
2.11.183.0/24,3007842,3017382,,0,0,29400,48.5078,-4.0683,100
2.11.184.0/24,2979681,3017382,,0,0,56730,47.5006,-2.8382,100
2.11.185.0/24,3008665,3017382,,0,0,35890,47.9785,-1.7168,100
2.11.186.0/24,2983046,3017382,,0,0,35133,48.3402,-1.2775,100
2.11.187.0/24,2979681,3017382,,0,0,56730,47.5006,-2.8382,100
2.11.188.0/23,3006780,3017382,,0,0,29800,48.4746,-4.2021,200
2.11.190.0/24,2995009,3017382,,0,0,56430,48.0826,-2.2848,100
2.11.191.0/24,3011624,3017382,,0,0,29260,48.5707,-4.4180,100
2.11.192.0/24,3033534,3017382,,0,0,56550,47.6751,-3.1680,50
2.11.193.0/24,2981515,3017382,,0,0,56890,47.6909,-2.7465,100
2.11.194.0/24,3014402,3017382,,0,0,56150,47.9076,-2.9794,100
2.11.195.0/24,2983631,3017382,,0,0,29340,47.8333,-3.7000,20
2.11.196.0/24,3019920,3017382,,0,0,29500,47.9956,-4.0222,100
2.11.197.0/24,2981515,3017382,,0,0,56890,47.6909,-2.7465,100
2.11.198.0/24,2986729,3017382,,0,0,56800,47.9317,-2.3978,50
2.11.199.0/24,2986688,3017382,,0,0,29800,48.4833,-4.2500,50
2.11.200.0/24,2978067,3017382,,0,0,35290,48.1897,-2.1949,100
2.11.201.0/24,3013971,3017382,,0,0,29460,48.3269,-4.1595,100
2.11.202.0/23,3014305,3017382,,0,0,35580,47.9676,-1.7953,100
2.11.204.0/24,2978668,3017382,,0,0,35800,48.6381,-2.1139,100
2.11.205.0/24,2986733,3017382,,0,0,56400,47.6515,-3.0703,100
2.11.206.0/24,3007885,3017382,,0,0,29870,48.5873,-4.5710,100
2.11.207.0/24,3005930,3017382,,0,0,56190,47.6141,-2.5436,100
2.11.208.0/24,3031027,3017382,,0,0,29860,48.4987,-4.5041,200
2.11.209.0/24,2986729,3017382,,0,0,56800,47.9317,-2.3978,50
2.11.210.0/24,2979613,3017382,,0,0,22530,48.2173,-2.9360,100
2.11.211.0/24,3008665,3017382,,0,0,35890,47.9785,-1.7168,100
2.11.212.0/24,2984701,3017382,,0,0,29000,48.0000,-4.1000,100
2.11.213.0/24,2995009,3017382,,0,0,56430,48.0826,-2.2848,100
2.11.214.0/23,2995009,3017382,,0,0,56430,48.0826,-2.2848,100
2.11.216.0/21,3017382,3017382,,0,0,,48.8582,2.3387,500
2.11.224.0/24,3032633,3017382,,0,0,56190,47.5307,-2.4879,200
2.11.225.0/24,3019480,3017382,,0,0,22680,48.6333,-2.8333,100
2.11.226.0/23,2983990,3017382,,0,0,35000,48.1100,-1.6744,50
2.11.228.0/24,2993647,3017382,,0,0,29350,47.8142,-3.6289,100
2.11.229.0/24,3036791,3017382,,0,0,56610,47.6271,-2.8215,100
2.11.230.0/24,2988054,3017382,,0,0,22710,48.8118,-3.2955,100
2.11.231.0/24,3002373,3017382,,0,0,29480,48.4069,-4.3936,100
2.11.232.0/24,2986774,3017382,,0,0,22640,48.4227,-2.4478,100
2.11.233.0/24,3007610,3017382,,0,0,29870,48.5709,-4.5223,200
2.11.234.0/24,2984781,3017382,,0,0,56230,47.6630,-2.4522,50
2.11.235.0/24,2986682,3017382,,0,0,29430,48.6667,-4.1667,100
2.11.236.0/24,3018692,3017382,,0,0,56130,47.4820,-2.3423,100
2.11.237.0/24,2986794,3017382,,0,0,22170,48.5151,-2.8826,100
2.11.238.0/24,3033303,3017382,,0,0,56240,47.9947,-3.3942,50
2.11.239.0/24,2990331,3017382,,0,0,56130,47.5337,-2.2830,100
2.11.240.0/24,3007663,3017382,,0,0,56440,47.8327,-3.1582,100
2.11.241.0/24,3032070,3017382,,0,0,92270,48.9194,2.2748,200
2.11.242.0/24,2983990,3017382,,0,0,35000,48.1100,-1.6744,100
2.11.243.0/24,3006137,3017382,,0,0,56470,47.5868,-3.0299,100
2.11.244.0/23,2981640,3017382,,0,0,56450,47.5732,-2.7095,200
2.11.246.0/24,3036059,3017382,,0,0,56400,47.6703,-2.9918,100
2.11.247.0/24,2984701,3017382,,0,0,29000,48.0000,-4.1000,10
2.11.248.0/24,3023511,3017382,,0,0,22130,48.4818,-2.1695,100
2.11.249.0/24,2972009,3017382,,0,0,22560,48.7667,-3.5667,100
2.11.250.0/24,3013971,3017382,,0,0,29460,48.3269,-4.1595,100
2.11.251.0/24,2981285,3017382,,0,0,35460,48.4116,-1.3702,100
2.11.252.0/24,2994743,3017382,,0,0,35270,48.4117,-1.8138,50
2.11.253.0/24,2986732,3017382,,0,0,56270,47.7333,-3.4333,50
2.11.254.0/24,2986712,3017382,,0,0,29120,47.8333,-4.2833,200
2.11.255.0/24,2986795,3017382,,0,0,22190,48.5418,-2.7754,100
2.12.0.0/17,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.128.0/18,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.192.0/19,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.224.0/21,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.232.0/21,2970777,3017382,,0,0,56000,47.6579,-2.7557,50
2.12.240.0/21,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.248.0/23,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.0/25,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.128/26,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.192/27,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.224/30,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.228/31,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.230/32,2988507,3017382,,0,0,75000,48.8543,2.3527,500
2.12.250.231/32,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.232/29,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.250.240/28,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.251.0/24,3017382,3017382,,0,0,,48.8582,2.3387,500
2.12.252.0/22,3017382,3017382,,0,0,,48.8582,2.3387,500
2.13.0.0/24,3014208,3017382,,0,0,35480,47.8264,-1.8422,100
2.13.1.0/24,2984147,3017382,,0,0,56500,47.9765,-2.7448,100
2.13.2.0/24,2984147,3017382,,0,0,56500,47.9765,-2.7448,100
2.13.3.0/24,3028667,3017382,,0,0,29660,48.6681,-3.9154,100
2.13.4.0/23,3030102,3017382,,0,0,29510,48.1017,-3.9983,100
2.13.6.0/23,2986772,3017382,,0,0,22310,48.6584,-3.6306,100
2.13.8.0/22,2986733,3017382,,0,0,56400,47.6515,-3.0703,100
2.13.12.0/23,3037899,3017382,,0,0,56190,47.5537,-2.5551,100
2.13.14.0/24,3026262,3017382,,0,0,29150,48.2000,-4.0833,100
2.13.15.0/24,2997514,3017382,,0,0,22700,48.7942,-3.4120,50
2.13.16.0/23,2984781,3017382,,0,0,56230,47.6630,-2.4522,200
2.13.18.0/23,3014208,3017382,,0,0,35480,47.8264,-1.8422,200
2.13.20.0/23,2976117,3017382,,0,0,29250,48.7000,-4.0333,200
2.13.22.0/23,3014208,3017382,,0,0,35480,47.8264,-1.8422,200
2.13.24.0/22,2981304,3017382,,0,0,22800,48.3901,-2.8687,500
2.13.28.0/23,3007858,3017382,,0,0,56690,47.7650,-3.1222,50
2.13.30.0/24,2987863,3017382,,0,0,22700,48.8145,-3.4396,100
2.13.31.0/24,3026262,3017382,,0,0,29150,48.2000,-4.0833,100
2.13.32.0/24,2986735,3017382,,0,0,29740,47.8167,-4.2167,200
2.13.33.0/24,3021356,3017382,,0,0,22100,48.4500,-2.0333,100
2.13.34.0/24,2997514,3017382,,0,0,22700,48.7942,-3.4120,100
2.13.35.0/24,3015522,3017382,,0,0,56110,48.1387,-3.6076,20
2.13.36.0/24,3035324,3017382,,0,0,35470,47.8442,-1.6849,100
2.13.37.0/24,3007609,3017382,,0,0,22300,48.7333,-3.4667,50
2.13.38.0/24,2986698,3017382,,0,0,29810,48.4333,-4.7333,200
2.13.39.0/24,2986762,3017382,,0,0,35137,48.1844,-1.9196,100
2.13.40.0/23,2973297,3017382,,0,0,56800,47.9596,-2.4393,100
2.13.42.0/24,2977921,3017382,,0,0,44600,47.2833,-2.2000,200
2.13.43.0/24,3014393,3017382,,0,0,56380,47.9062,-2.1231,20
2.13.44.0/24,3024457,3017382,,0,0,22210,48.1427,-2.5429,100
2.13.45.0/24,3030300,3017382,,0,0,29200,48.3877,-4.4839,200
2.13.46.0/24,3007609,3017382,,0,0,22300,48.7333,-3.4667,100
2.13.47.0/24,2997465,3017382,,0,0,22600,48.1783,-2.7543,100
2.13.48.0/23,2984701,3017382,,0,0,29000,48.0000,-4.1000,100
2.13.50.0/24,2986723,3017382,,0,0,29180,48.0833,-4.1833,100
2.13.51.0/24,2978640,3017382,,0,0,35400,48.6500,-2.0167,100
